Date,Open,High,Low,Close,Vol,OI
9/19/2022,0.04675,0.04675,0.04675,0.04675,0,0
9/20/2022,0.04669,0.04669,0.04669,0.04669,0,0
9/21/2022,0.04694,0.04694,0.04694,0.04694,0,0
9/22/2022,0.04683,0.04683,0.04683,0.04683,0,0
9/23/2022,0.04613,0.04613,0.04613,0.04613,0,0
9/26/2022,0.0457,0.0457,0.0457,0.0457,0,0
9/27/2022,0.04585,0.04585,0.04585,0.04585,0,0
9/28/2022,0.04633,0.04633,0.04633,0.04633,0,0
9/29/2022,0.04623,0.04623,0.04623,0.04623,0,0
9/30/2022,0.0464,0.0464,0.0464,0.0464,0,0
10/3/2022,0.04664,0.04664,0.04664,0.04664,0,0
10/4/2022,0.04678,0.04678,0.04678,0.04678,0,0
10/5/2022,0.04659,0.04659,0.04659,0.04659,0,0
10/6/2022,0.04637,0.04637,0.04637,0.04637,0,0
10/7/2022,0.04662,0.04662,0.04662,0.04662,0,0
10/10/2022,0.04681,0.04681,0.04681,0.04681,0,0
10/11/2022,0.04648,0.04648,0.04648,0.04648,0,0
10/12/2022,0.04671,0.04671,0.04671,0.04671,0,0
10/13/2022,0.04681,0.04681,0.04681,0.04681,0,0
10/14/2022,0.04658,0.04658,0.04658,0.04658,0,0
10/17/2022,0.04676,0.04676,0.04676,0.04676,0,0
10/18/2022,0.04666,0.04666,0.04666,0.04666,0,0
10/19/2022,0.04649,0.04649,0.04649,0.04649,0,0
10/20/2022,0.04667,0.04667,0.04667,0.04667,0,0
10/21/2022,0.04695,0.04695,0.04695,0.04695,0,0
10/24/2022,0.04699,0.04699,0.04699,0.04699,0,0
10/25/2022,0.04711,0.04711,0.04711,0.04711,0,0
10/26/2022,0.0469,0.0469,0.0469,0.0469,0,0
10/27/2022,0.04715,0.04715,0.04715,0.04715,0,0
10/28/2022,0.04734,0.04734,0.04734,0.04734,0,0
10/31/2022,0.04735,0.04735,0.04735,0.04735,0,0
11/1/2022,0.0476,0.0476,0.0476,0.0476,0,0
11/2/2022,0.04784,0.04784,0.04784,0.04784,0,0
11/3/2022,0.04778,0.04778,0.04778,0.04778,0,0
11/4/2022,0.04806,0.04806,0.04806,0.04806,0,0
11/7/2022,0.04828,0.04828,0.04828,0.04828,0,0
11/8/2022,0.0481,0.0481,0.0481,0.0481,0,0
11/9/2022,0.04802,0.04802,0.04802,0.04802,0,0
11/10/2022,0.04866,0.04866,0.04866,0.04866,0,0
11/11/2022,0.04832,0.04832,0.04832,0.04832,0,0
11/14/2022,0.0487,0.0487,0.0487,0.0487,0,0
11/15/2022,0.04868,0.04868,0.04868,0.04868,0,0
11/16/2022,0.04882,0.04882,0.04882,0.04882,0,0
11/17/2022,0.04851,0.04851,0.04851,0.04851,0,0
11/18/2022,0.04842,0.04842,0.04842,0.04842,0,0
11/21/2022,0.04814,0.04814,0.04814,0.04814,0,0
11/22/2022,0.04842,0.04842,0.04842,0.04842,0,0
11/23/2022,0.04871,0.04871,0.04871,0.04871,0,0
11/25/2022,0.0488,0.0488,0.0488,0.0488,0,0
11/28/2022,0.04881,0.04881,0.04881,0.04881,0,0
11/29/2022,0.04904,0.04904,0.04904,0.04904,0,0
11/30/2022,0.04887,0.04887,0.04887,0.04887,0,0
12/1/2022,0.04924,0.04924,0.04924,0.04924,0,0
12/2/2022,0.04865,0.04865,0.04865,0.04865,0,0
12/5/2022,0.04789,0.04789,0.04789,0.04789,0,0
12/6/2022,0.04779,0.04779,0.04779,0.04779,0,0
12/7/2022,0.0481,0.0481,0.0481,0.0481,0,0
12/8/2022,0.04823,0.04823,0.04823,0.04823,0,0
12/9/2022,0.04786,0.04786,0.04786,0.04786,0,0
12/12/2022,0.04762,0.04762,0.04762,0.04762,0,0
12/13/2022,0.04836,0.04836,0.04836,0.04836,0,0
12/14/2022,0.0481,0.0481,0.0481,0.0481,0,0
12/15/2022,0.04798,0.04798,0.04798,0.04798,0,0
12/16/2022,0.0477,0.0477,0.0477,0.0477,0,0
12/19/2022,0.04787,0.04787,0.04787,0.04787,0,0
12/20/2022,0.04785,0.04785,0.04785,0.04785,0,0
12/21/2022,0.04815,0.04815,0.04815,0.04815,0,0
12/22/2022,0.04837,0.04837,0.04837,0.04837,0,0
